name;location;info;description;homepage;linkedin;xing;facebook;twitter;instagram;youtube;Bauingenieurwesen;Elektrotechnik;Erneuerbare Energien & Umwelttechnik;Informatik;Landschaftsarchitektur;Maschinentechnik & Innovation;Raumplanung;Wirtschaftsingenieurwesen;Internship;Trainee;Full-Time;tag_0;tag_1;tag_2;tag_3;tag_4
Cellere Bau AG;Geb 1, 2. OG;Die Cellere-Gruppe ist seit der Gründung im Strassen- und Tiefbau tätig. Neu bietet Cellere auch Baumeisterarbeiten im Bereich Umbau und Renovationen von Liegenschaften an.;"Bauen erachten wir als ganzheitliche Dienstleistung. Von der Planung über die Realisation von Bauprojekten bis Unterhaltsarbeiten an bestehenden Bauten ist die Cellere-Gruppe ein zuverlässiger Partner. Die Durchführung der Bauvorhaben erarbeiten wir gemeinsam mit unseren Auftraggebern. Egal, ob wir einen Vorplatz bauen, eine ganze Altstadt sanieren oder eine Autobahn erstellen – unsere Motivation ist stets dieselbe: zufriedene Kunden!
Seit über 100 Jahren ist die Cellere-Gruppe im Strassen- und Tiefbau tätig. Darüber hinaus bietet Cellere Dienstleistungen im Bereich Umbau und Sanierungen von Liegenschaften an. Diese langjährige und reiche Erfahrung ermöglicht es uns, Ihre Projekte wunschgemäss und mit hoher Leistungsfähigkeit zu realisieren. Dabei stehen Qualität, Termintreue und faire Konditionen im Mittelpunkt.";https://www.cellere.ch/;https://ch.linkedin.com/company/cellerebau;;https://www.facebook.com/cellerebau/;;;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Tiefbau;Renovation;Strassenbau;;
Coca-Cola HBC;Geb 4, 1. OG;Erfahre mehr über die geheimen Zutaten bei Coca-Cola Schweiz und bekomm einen Einblick in die Coca-Cola Welt. Das RISE Trainee Programme bietet dir den perfekten Karrierestart. ;"Coca Cola HBC Schweiz ist das grösste Unternehmen im Segment der alkoholfreien Getränke in der Schweiz und ist ein konzessionierter Abfüller der The Coca Cola Company. Als ein Unternehmen der Hellenic Bottling Company ist Coca Cola HBC Schweiz eines der größten Abfüllunternehmen der Welt. Mit einer Produktpalette von über 130 Marken, ist Coca Cola HBC in 28 Ländern auf drei Kontinenten tätig. 
Die Mitarbeitenden spielen dabei eine zentrale Rolle für den Erfolg des Unternehmens - ungefähr 31'000 Mitarbeiterinnen und Mitarbeiter entwickeln das Geschäft verantwortungsvoll und nachhaltig weiter. Bei Coca Cola HBC sind Nachhaltigkeit und unternehmerische Verantwortung in allen Geschäftsbereichen fest verankert.
Thirtsty for a great career? Das RISE Management Trainee Programm bietet dir den perfekten Start für deine Karriere. 
";www.coca-colahellenic.com/rise;;;www.facebook.com/CCHBCCareersSwitzerland/;;;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Cognizant Technology Solutions AG;Geb 1, 1. OG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Compar AG;Geb 1, Foyer;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Computechnic AG;Geb 1, 1. OG;Wir entwickeln Steuerungen (Hardware und Software) auf diversen Plattformen (Linux, Windows, Mikroprozessoren) und für die verschiedensten Branchen. ;"Wir sind ein führendes Unternehmen in der Entwicklung und Produktion industrieller Steuerungen in der Deutschschweiz. Computechnic beschäftigt rund 40 Mitarbeitende und ist in folgenden Bereichen tätig: Entwicklung kundenspezifischer Hardware; Entwicklung von Software auf verschiedenen Plattformen für diverse Industrien; Leiterplatten-Bestückung; Produktion und Montage von Kleinsteuerungen; Schaltschrank- und Anlagebau.
Im Bereich der Software-Entwicklung dreht sich alles um Konzeption, Architektur-Design und Implementierung von Embedded / Microcontroller-Systemen. Die Programmierung erfolgt oft in C++, und Kenntnisse von Python, HTML, CSS und QT von Vorteil, wenn jemand im Entwicklungsteam mitarbeitet.
";www.computechnic.ch;www.linkedin.com/company/6889799/;;www.facebook.com/computechnic;;;;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Embedded;RTOS;Steuerungsbau;;
Condair Group AG;Geb 5, Foyer;Condair Group ist der weltweit führende Hersteller für gewerbliche und industrielle Luftbefeuchtungsgeräte und -anlagen. ;Condair Group ist mit rund 740 Mitarbeitenden der weltweit führende Hersteller für gewerbliche und industrielle Luftbefeuchtungsgeräte und -anlagen. Mit der Hauptmarke Condair setzen wir Standards bezüglich Energieeffizienz und Hygiene. Heute sind wir in 20 Ländern mit eigenen Verkaufs- und Serviceorganisationen präsent sowie in über 50 Ländern mit Vertriebspartnern vertreten. Weltweit betreiben wir Produktionsstandorte in Europa, Nordamerika und China.;www.condair-group.com;https://ch.linkedin.com/company/condair-group-ltd, ;;;;;;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;Luftbefeuchtung;Industrie;;;
dormakaba Schweiz AG;Geb 5, Foyer;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
dreipol GmbH;Geb 8, 1. UG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
EMS-CHEMIE AG ;Geb 4, 1. OG;EMS Innovativ. Weltweit erfolgreich. ;Die EMS-Gruppe ist ein international erfolgreicher, weltweit führender Hersteller von Hochleistungspolymeren und Spezialchemikalien für alle bedeutenden Industriezweige. Mit Hauptsitz in der Schweiz und insgesamt 46 Produktions- und Verkaufsgesellschaften in 26 Ländern beschäftigt EMS weltweit über 2'900 Mitarbeiter. ;www.ems-group.com;;;;;;;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;Kunstoff;Innovation;Metallersatz;;
EnDes Engineering und Design AG;Geb 4, 1. OG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
EPS Software Engineering AG;Geb 8, 1. UG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Ergon Informatik AG;Geb 1, 1. OG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Erni Schweiz AG;Geb 8, 1. UG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Evatec AG;Geb 4, 1. OG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
ewp;Geb 1, 2. OG;ewp – planen . projektieren . beraten. Ingenieur- und Planungsunternehmen.;ewp ist ein starker Partner in der Beratung, Planung, Projektierung und Realisierung. Wir geben Impulse für die nachhaltige Entwicklung des Lebensraums, indem wir langfristig sinnvolle, funktionelle und umweltgerechte Verkehrs- und Infrastruktursysteme planen. ewp stellt hohe Anforderungen an sich selbst und ist sich bewusst, dass sie für eine mit Recht anspruchsvolle Kundschaft tätig ist: Bund, Kantone und Regionen, Städte/Gemeinden und Werke, Verkehrsunternehmen sowie private Auftraggebende.;https://www.ewp.ch/;https://www.linkedin.com/company/11294104/admin/;;;https://twitter.com/ewp_ag;;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;Raumplanung;;;;
Feintool Jona;Geb 4, 1. OG;Die Feintool Technologie AG ist ein internationaler Technologie- und Marktführer im Feinschneiden und Umformen sowie Weltmarktführer in der Herstellung von Feinschneidepressen. ;Die Feintool Technologie AG ist ein international agierender Technologie- und Marktführer im Feinschneiden sowie ein globaler Anbieter feingeschnittener, umgeformter und gestanzter Elektro-Blech-Komponenten höchster Qualität und Wirtschaftlichkeit. Als Innovationstreiber erweitert Feintool die Grenzen dieser Technologien laufend und entwickelt für die Ideen der Kunden intelligente Lösungen.;www.feintool.com;;;;;;;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Ferag AG;Geb 4, Aula;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Geberit International AG;Geb 4, Aula;Die weltweit tätige Geberit Gruppe ist europäischer Marktführer für Sanitärprodukte.  ;"Die weltweit tätige Geberit Gruppe ist europäischer Marktführer für Sanitärprodukte. Geberit verfügt in den meisten Ländern Europas über
eine starke lokale Präsenz und kann dadurch sowohl auf dem Gebiet der Sanitärtechnik als auch im Bereich der Badezimmerkeramiken 
einzigartige Mehrwerte bieten. Die Fertigungskapazitäten umfassen 30 Produktionswerke, davon 6 in Übersee. Der Konzernhauptsitz befindet 
sich in Rapperswil-Jona in der Schweiz. Mit rund 12 000 Mitarbeitenden in rund 50 Ländern erzielte Geberit 2017 einen Nettoumsatz von
CHF 2,9 Milliarden. Die Geberit Aktien sind an der SIX Swiss Exchange kotiert und seit 2012 Bestandteil des SMI (Swiss Market Index).
";www.geberit.ch/karriere ;;;;;;;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;Innovation;Sanitär;Produktion;;
GEOINFO Gruppe;Geb 1, 2. OG;Die GEOINFO Ingenieure AG berät und unterstützt öffentliche wie private Bauherren beim Planen und Realisieren von Tief-und Bahnbauprojekten.;"Die GEOINFO Ingenieure AG berät und unterstützt öffentliche wie private Bauherren beim Planen und Realisieren von Tief-und Bahnbauprojekten. Dazu gehören einfache Flurstrassen ebenso wie komplexe Infrastrukturprojekte.

Zu unseren Kernkompetenzen gehören die Sanierung und Erneuerung von Strassen und Kanalisationen sowie von Gleisanlagen und Bahnübergängen. Beim Werterhalt der Infrastrukturanlagen beraten wir die öffentliche Hand vom Sanierungsvorschlag bis zum Budgetprozess unter Einbezug der Fachmodule im Geoportal. Bei grossen wie kleinen Bauvorhaben vertreten wir die Interessen der Bauherrschaft von der Planung bis zur Abnahme der Anlage. Daneben erstellen wir Kiesabbau- und Deponieplanungen mit entsprechenden Umweltverträglichkeitsprüfungen.";www.geoinfo.ch/ingenieure;www.linkedin.com/company/geoinfo-ag/;www.xing.com/companies/geoinfoag;www.facebook.com/GEOINFO/;;;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Tiefbau;Verkehr;Bahnbau;Baumanagement;
Getriebebau NORD AG;Geb 4, 1. OG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Grossenbacher;Geb 4, 1. OG;Die Grossenbacher Systeme AG engagiert sich in ihren 4 Geschäftsfeldern Controls & Displays, Digital Signage, Medical Electronics und EEMS für den Erfolg unserer Kunden.;"Innovations for next generations - Gestalterisch und mit grosser Kompetenz wollen wir die Zukunft formen und prägen. Für den Erfolg unserer Kunden engagieren wir uns und bringen uns kreativ sowie qualifiziert ein. Mit dem Ziel einer nachhaltigen Teamarbeit, die Produkte und Prozesse stetig verbessert.
Unsere vier Geschäftsfelder - Controls & Displays, Digital Signage, Medical Electronics und EEMS - haben Verbindungen, die sowohl für unsere Kunden als auch für uns wichtig und vorteilhaft sind. So verknüpfen wir Entwicklung, Einkauf, Produktion und Qualitätsmanagement, um in allen Geschäftsfeldern Stärke und Wettbewerbsfähigkeit zu zeigen.
Qualität und Innovation - Hohe Qualitätsansprüche und Innovation müssen kein Widerspruch sein. Auch wenn die Qualifizierung von neuen Produkten und Prozessen Zeit in Anspruch nimmt, ist es uns wichtig, Neuerungen zum verbesserten Kundennutzen zu fördern.
Entwicklung und Produktion auf hohen Standards: ISO 13485 - Nicht nur für das Geschäftsfeld Medical Electronics von Bedeutung, sondern auch mit positiven Effekten für die anderen Geschäftsfelder: alle unsere Kunden profitieren von unserer Kompetenz, anspruchsvolle Produkte für die Medizintechnik zu entwickeln und zu produzieren.";https://www.gesys.ch/;https://www.linkedin.com/company/grossenbacher-systeme;; https://www.facebook.com/pages/Grossenbacher-Systeme-AG/156304421082075;;;;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Embedded;Schaltungsdesign;Firmware;Hardware;
Hamilton;Geb 5, Foyer;Die Hamilton ist Technologieführerin in den Bereichen Life-Science, Storage, Measurement und Medtec. ;Die Hamilton ist Technologieführerin in den Bereichen Life-Science, Storage, Measurement und Medtec. Hamilton produziert Instrumente für Forschung, Industrie und Pharmabranche. ;jobs.hamilton.ch;https://ch.linkedin.com/company/hamilton-bonaduz-ag;;https://www.facebook.com/HamiltonJobs/;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Data Science;MedTech;Robotik;Storage;
Häny AG;Geb 1, Foyer;Pumpen und Systemtechnik in der Rein- und Abwasserbewirtschaftung auf Ebene Kommunal und Industrie sowie Haustechnik und Gebäudetechnik.;"Die Firma Häny gilt als kompetenter Systemanbieter von fortschrittlichen, innovativen und vor allem sicheren Pumplösungen.
Die Leistungen umfassen den gesamten ""Wasserkreislauf"" - vom Trinkwasser bis zur Abwasserentsorgung.
Mit der Übernahme von Sulzer-Pumpen Schweiz bietet Häny verstärkt zukunftsweisende Lösungen für den Bereich der kommunalen und industriellen Wasseraufbereitung an. Die starke Stellung im Schweizer Markt konnte dank der Generalvertretung der Netsch-Pumpen und die Zusammenarbeit mit Caprari Modena erfolgreich ausgebaut werden. Häny ist zudem ein weltweit führender Hersteller von Injektionssystemen. Mit der Ausrichtung auf die Kernkompetenzen Beratung und Planung geht einher, dass Häny nicht mehr jede verwendete Pumpe selbst herstellt. Um einen optimalen Kundennutzen zu erreichen, werden die spezialisierten Eigenentwicklungen mit den geeignetsten Produkten des Weltmarktes ergänzt. Auf Grund der unterschiedlichen Bedürfnisse der Kunden und Ansprechpartner - von privaten Bauherren über Architekten, Ingenieure, Planer, Sanitärinstallateure bis zur kommunalen Verwaltung - ist das Unternehmen in vier Bereich gegliedert: Haustechnik, Kommunal & Industrie, Misch- & Injektionstechnik sowie Kundendienst. Häny garantiert allen Kunden grösstmöglichen Nutzen und zwar in zweierlei Hinsicht: Einerseits durch sichere und zuverlässige Systeme, die nachhaltig funktionieren. Andererseits können Häny-Kunden jederzeit auf einen kompetenten Partner zählen, der ihnen bei Problemfällen jederzeit zur Seite steht. Das Häny Credo lautet deshalb: Kundenerwartungen nicht nur erfüllen, sondern übertreffen - und somit die Kunden begeistern.";www.haeny.com;;;;;;;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;Pumpen;Beton-Injektionen;Turbine;SPS-Steuerungen ;
Helbling Technik AG;Geb 4, 1. OG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Hitachi Zosen;Geb 4, 1. OG;Waste is our Energy / Engineering is our Business / Sustainable Solutions are our Mission;"Hitachi Zosen Inova (HZI) ist eine weltweite Marktführerin in den Bereichen Energy from Waste (EfW) und Renewable Gas. Als EPC-Vertragspartnerin übernehmen wir Planung, Beschaffung und Bau von Komplett- und Systemlösungen zur thermischen und biologischen Verwertung von Abfall, sind aber auch als Projektentwickler tätig. Unsere HZI Service Gruppe vereint eigene Forschung und Entwicklung mit umfassenden Fertigungs- und Montagedienstleistungen und begleitet eine Anlage durch ihren ganzen Lebenszyklus. 
An unserem Hauptsitz in Zürich sind rund 450 Mitarbeitende beschäftigt.  
Unser Personal ist der Schlüssel zu den überzeugenden Lösungen der Hitachi Zosen Inova AG. Wir bieten unseren Mitarbeitenden ein interessantes Umfeld, in dem Motivation, Teamgeist, Kreativität und Führungsverantwortung gefördert werden.
";www.hz-inova.com;;;;;;;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;Innovation;Anlagenbau;Erneuerbare Energie;Biogas;Energie aus Abfall
Holinger AG;Geb 1, 2. OG;Holinger AG das national und international tätige Ingenieurunternehmen.;Seit 85 Jahren löst HOLINGER ingenieurtechnische und naturwissenschaftliche Aufgaben. In 25 Ländern sind wir präsent und bearbeiten rund 1700 Projekte pro Jahr. Auf diese grosse Erfahrung bauen unsere rund 400 Mitarbeitenden in der Beratung sowie bei der Planung und Realisierung von Projekten in unterschiedlichen Fachbereichen. Generalisten und Spezialisten, Wissenschaftler und Praktiker verknüpfen ihr umfassendes Fachwissen und ihre Erfahrung zu innovativen Konzepten. So realisieren wir wirtschaftliche Lösungen aus einer Hand, die dank ressourcenschonender Verfahren und Techniken auch ökologisch zukunftsweisend sind.;www.holinger.com;;;;;;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Wasserbau;Tiefbau;Verkehrswegbau;International;
Hostpoint;Geb 1, 1. OG;Hostpoint ist der grösste Webhosting-Anbieter der Schweiz und prägt seit über 18 Jahren das Internet in der Schweiz mit.;Als grösster Webhosting-Anbieter der Schweiz prägen wir seit über 18 Jahren die Entwicklung des Internets in der Schweiz mit. Wir haben uns als etablierter Marktführer eine junge Kultur erhalten: Kollegialität, flache Hierarchien, Professionalität und eine ungezwungene Stimmung prägen unseren Arbeitsalltag. Bei uns bist du kein Rädchen einer Maschine, sondern es erwarten dich vielseitige Aufgaben mit hoher Eigenverantwortung. Jeder unserer 60 Mitarbeitenden weiss, wie er zu unserem Erfolg beiträgt. In Rapperswil fühlen wir uns in unmittelbarer Nähe zu Bahnhof, See und Altstadt zuhause. Unsere grosszügigen Büros, die Design und Industrieflair verbinden, bieten uns hier den perfekten Rahmen für erfolgreiches Arbeiten.;www.hostpoint.ch;https://www.linkedin.com/company/hostpoint-ag/;https://www.xing.com/companies/hostpointag;https://www.facebook.com/hostpointch; https://twitter.com/hostpoint;;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Webhost;System Engineer;;;
Hoval;Geb 4, 1. OG;Verantwortung für Energie und Umwelt;"Die Marke Hoval zählt international zu den führenden Unternehmen für Heiz- und Raumklima-Lösungen. Mit mehr als 70 Jahren Erfahrung und einer familiär geprägten Teamkultur gelingt es Hoval immer wieder, mit aussergewöhnlichen Lösungen und technisch überlegenen Entwicklungen zu begeistern. Diese Führungsrolle verpflichtet das Unternehmen zu Verantwortung für Energie und Umwelt, der mit einer intelligenten Kombination unterschiedlicher Heiz-Technologien und individuellen Raumklima-Lösungen entsprochen wird. Darüber hinaus sind persönliche Beratung und ein umfassender Kundenservice typisch für die Welt von Hoval.
Mit rund 2000 Mitarbeiterinnen und Mitarbeitern in 17 Gruppengesellschaften weltweit versteht sich Hoval nicht als Konzern, sondern als eine grosse, global denkende und agierende Familie. Hoval Heiz- und Raumklima-Systeme werden heute in über 50 Länder exportiert.";www.hoval.com;https://www.linkedin.com/company/hoval-aktiengesellschaft/;https://www.xing.com/companies/hovalag;https://de-de.facebook.com/Hoval/;https://twitter.com/hashtag/hoval?lang=de;https://www.instagram.com/hoval/;;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;Energie;Diplomarbeit;Umwelt;;
HTB Ingenieure AG;Geb 1, 2. OG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Huber+Suhner AG;Geb 5, Foyer;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Hüppi AG;Geb 1, 2. OG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
ILF Beratende Ing.;Geb 1, 2. OG;Die ILF projektiert seit 25 Jahren national und international. In der Schweiz liegt der Fokus im Projektierungssektor im Bereich Tunnel- und Schachtbau. ;Die ILF Consulting Engineers ist ein renommiertes, national und international seit 25 Jahren in der Schweiz im Projektierungssektor tätiges Ingenieur­unternehmen. Innerhalb unseres Hauptgeschäftsfeldes Verkehr & Bauwerke projektieren und begleiten wir interessante Infrastrukturprojekte für die SBB und das ASTRA- (z.B. Sanierungstunnel Belchen, Eppenbergtunnel, Brüttenertunnel, Gotthard Strassentunnel) von der Konzeptphase bis zur Inbetriebnahme. Parallel dazu bearbeiten wir auch kleinere Stollenvortriebe im innerstädtischen Kontext. Bei all diesen Projekten ist die Digitalisierung am Bau in vollem Gang. Wir sind an Pilotprojekten im Bereich „open BIM, IFC Format“ für ASTRA und SBB unterwegs. ;https://www.ilf.com/de-ch;;;;;;;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Diplomarbeit;Untertagebau;Tunnelbau;Schachtbau;BSA
Implenia AG;Geb 1, 2. OG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
IMT AG;Geb 1, 1. OG;"Wir entwickeln Geräte für die Mess-, Steuer-, Regel- & Medizintechnik - von der Idee bis zum fertigen Produkt; intensivmedizinische Beatmungsgeräte, hochpräzise Messgeräte sowie Automatisierungs-Systeme.";Unsere Vielfalt möglciher Betätigungsfelder und der Anspruch, technologisch zu den absoluten Leadern der Branche zu gehören sowie der Wille, dich auf bei Weiterbildungen zu unterstützen, findest du bei kaum einem anderen Arbeitgeber. Bie IMT entwickelst du dich auf jeden Fall weiter. Als verantwortungsvoller Arbeitgber ist uns wichtig, dass sich unser Mitarbeitenden in einem attraktiven und aktiven Umfeld wohlfühlen. So unterstützen wird deine Work-life-Balance mit attraktiven Fitness- und Sportangeboten. Ausserdem sorgen wir mit vergünstigten Mahlzeiten in professionell geführten Restaurants für eine ausgewogene und vielseite Ernährung. Ein wichtiger Beitrag für Fairness im Arbeitsalltag ist unsere Zeiterfassung, die wir mit einem flexiblen Gleitzeit-Arbeitsmodell kombinieren. Dieses gilt auch für Kaderpositionen und ermöglicht die Kompensation geleisteter Überstunden auf allen Stufen. Damit schaffen wir auch auf lange Sicht für alle Beteiligten klare Verhältnisse bei geleisteten Arbeitseinsätzen.;www.imt.ch;www.linkedin.com/company/imt-information-management-technology-ag;;www.facebook.com/IMT-AG-1125404040934058;;;;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;Embedded;MedTech;Automation;;
Indel AG;Geb 4, 1. OG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Informaticon AG;Geb 8, 1. UG;Bei uns kannst du etwas bewegen. Unsere Mission ist die Beschleunigung der digitalen Transformation bei KMUs durch eigene Produkte und Plattformen. ;Informaticon ist Hersteller von branchenspezialisierten ERP-Systemen für KMU im deutschsprachigen Raum. Die Mehrzahl der Software Engineers arbeitet an Kundenprojekten. Wir entwickeln agil (XP) und passen unsere Projektorganisation an die Grösse und Komplexität der Projekte an. Dank der einzigartigen Architektur der Business Software können für Kunden individuelle Anpassungen vorgenommen werden. Die Informatican Gruppe hat 100 Mitarbeitende und verfügt über Standorte in Rapperswil-Jona, Zürich, Thun und Neu-Ulm (D).;www.informaticon.com;;;;;;;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Agil;Kundenprojekte;Individuell;;
Informing AG;Geb 1, 1. OG;"„ Mit dem smarten IN:ERP in eine sichere Zukunft!“ „your business – our software“
Seit über 30 Jahren entwickeln wir unsere eigene ERP Software, projektieren und bieten ICT-Services für sämtliche Businessbereiche von mittelständischen Unternehmen. 
";Die Informing AG ist ein ERP Software-Hersteller und Anbieter von ICT-Services. Seit über 30 Jahren entwickeln, projektieren und vertreiben wir die eigene ERP-Standardlösung IN:ERP mit dem Schwerpunkt Industrie/Produktion/Logistik sowie ICT-Services. Wir beschäftigen rund 60 Mitarbeiter/innen in den Bereichen Software-Entwicklung, Solution-/Produkt-Management, Projekte und Services. Unsere Kunden sind mehrheitlich Schweizer KMU's in den Branchen Metallverarbeitung, Geräte- und Anlagebau, MedTech, Nahrungsmittelproduktion, Grosshandel. ;https://www.informing.ch;https://www.linkedin.com/company/informing-ag;https://www.xing.com/companies/informingag;;;;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Projectmanagement;Data Science;Wirtschaftsinformatik;;
Inventage;Geb 8, 1. UG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Inventx AG;Geb 1, 1. OG;Hast du deinen IT-Abschluss im Sack oder befindest dich noch im Studium und möchtest durchstarten? Etwas bewirken und vorantreiben?;"Die Inventx AG ist der schweizerische IT-Partner für führende Finanzdienstleister sowie Versicherungen und 
wurde 2010 gegründet. Wir sind ein unabhängiges IT-Unternehmen mit Standorte in Chur, Brüttisellen sowie 
St. Gallen und beschäftigen über 220 Spezialisten.
Unsere Mitarbeitenden sind Mitunternehmer. Sie leiten unter modernsten Anstellungsbedingungen 
herausfordernde Projekte und setzen diese um.Starte bei uns und packe die Chance, dich zum Systems Engineer, 
Consultant, Architect oder Projektleiter zu entwickeln und dir grosses Know-how in den unterschiedlichsten 
Technologien anzueignen. In unserer agilen Organisation ist die Förderung unserer Mitarbeiter der Schlüssel 
zum Erfolg. Dabei setzen wir uns keine Grenzen und erreichen gemeinsam als Team die gesteckten Ziele.
Sei dabei - digitalisiere die Finanzindustrie – bewirb dich bei uns.

";www.inventx.ch;www.linkedin.com/company/inventx/;; www.facebook.com/inventx;https://twitter.com/inventxag?lang=de;;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Cloud;Innovation;System Engineer;;
ITConcepts;Geb 8, 1. UG;ITConcepts bietet Consulting und Software-Integration in den Bereichen IT Service Management, IT Operations, Identity & Access Management, IT Security und Big Data Analyse. ;ITConcepts gehört seit 20 Jahren zu den führenden IT Dienstleistern. Als Schweizer Software Integrator begleiten wir Unternehmen bei der digitalen Transformation und der effizienten Automatisierung von Geschäftsprozessen. Unsere Fachkompetenz liegt in den Bereichen IT Service Management, IT Security, Identity Access Management sowie IT Operation Management & Governance und Big Data Analyse. Zu unseren Kunden zählen namhafte Mittel- & Grossunternehmen aus den unterschiedlichsten Branchen.;www.itconcepts.ch;www.linkedin.com/company/itconcepts-bsm;www.xing.com/companies/itconceptsschweiz;www.facebook.com/itconcepts.ch/; https://twitter.com/ITConceptsCH;; www.youtube.com/channel/UCkwk9_n_WYPlZCgLjUdb0EA;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Analytics;Consulting;Projectmanagement;ITSM;ITOPs
